QUARTER,Commodity_-_USD_Unhedged,Global_Property_USD_Unhedged,Hedge_Fund_DJ_-_USD_Unhedged,Infrastructure_Debt_-_USD_Unhedged,Infrastructure_Equity_USD_Unhedged,Nature_Capital_-_USD_Hedged,Private_Equity_USD_Unhedged,UK_Property_Direct_-_USD_Unhedged
2019-01-31,0.04037517278274105,0.07894762847676173,0.021687026246970276,0.0034212240918300996,0.01751379285967114,-0.0006001042966690129,0.08061957728033942,0.06391018434132922
2019-02-28,0.05124044591227217,0.0805239807366469,0.027553519511981373,0.0022031091038252626,0.017050407905613962,0.0031967762387480336,0.11403589152015692,0.06977032559683893
2019-03-31,-0.027837779496501458,-0.014794901412640837,-0.009467395219322272,0.010119702604609815,0.0065326492626083255,-0.014752236139817354,-0.049302702801797715,-0.0268763650512287
2019-04-30,-0.010244483220856804,-0.016068865190854265,0.006830336510659896,0.012667973389467013,0.007866038591182845,-0.010591831961900167,0.03003114589386313,-0.027251435806473934
2019-05-31,-0.02106112114099079,-0.030284701103994394,0.004009671478866883,0.016186068794927788,0.005091421680695429,-0.014285739847248013,0.02326196315728324,-0.045129887654048684
2019-06-30,0.019829094650509083,0.05019087233834152,0.012493914062689626,0.0074883377288053055,0.007269006175348869,-0.0050358341060776635,0.04878059491305464,0.03444965383179355
2019-07-31,-0.014158582231214023,0.018733473384534127,-0.0033510904417577425,0.016276243471384788,-0.013796844009498654,-0.014664499317959545,-0.004061453456390751,-0.006852115916180734
2019-08-31,-0.010038526109646506,0.027894453769135463,-0.0041826393457438105,0.014142744702074994,-0.01147634733036651,-0.012879756885410987,-0.006553750728935048,0.00962506648896877
2019-09-30,0.00582665047556441,0.0014494427612157246,0.01021608275422925,0.006309191662897895,0.026901110880209966,-0.004228431000257715,0.04266873218138145,0.013399622304786307
2019-10-31,0.043044220806730316,0.030600066837237705,0.02016737818059422,-0.00828708264081679,0.07742470721849659,0.011475504079003551,0.07545637075241496,0.10431965567116408
2019-11-30,0.039773548987186214,0.016407876194789894,0.01869416376897015,-0.01258520587445644,0.07532363217580729,0.008402914188090804,0.06369590331260322,0.09378283632851292
2019-12-31,-0.037174595871731664,-0.026604366399834434,-0.014302916711120495,0.011259217983660808,-0.025535725406871324,-0.037253108708146354,-0.04369386842509837,-0.029854749004875836
2020-01-31,-0.12002445495948766,-0.14600592687715797,-0.05026625711200683,0.009322011101372984,-0.0909009247859136,-0.10741466891955975,-0.17863750371636566,-0.13510385565977878
2020-02-29,-0.14594905340818098,-0.1764784902030766,-0.05673224257020382,0.012194479868022912,-0.1114107662781243,-0.12489805506772289,-0.22414139451031057,-0.17308600377043515
2020-03-31,0.020632869950657717,0.01900403720542987,0.015988754391685234,-0.0022066539731927515,0.055915348497928674,-0.0010645036188269286,0.06638951514501801,0.05292997000320354
2020-04-30,0.03825792239779113,0.07291719404826214,0.035309132867697324,0.005796729720461968,0.07375053719377955,0.024300423053587927,0.15388806512673292,0.03730953041004992
2020-05-31,0.09303644108501785,0.14612682809069844,0.05616470938686158,0.005625209429577227,0.11283729803720521,0.06737907404577292,0.2517456564717735,0.09681428196048403
2020-06-30,-0.0740659985587463,-0.10278896478143273,-0.028802556252182532,0.007191353444888859,-0.05772785329389396,-0.07306550230374964,-0.12546720954867052,-0.09302323739091423
2020-07-31,0.026605696578449134,-0.012981586896552155,0.0053301739775624135,0.004170739164266246,-0.01205264093056968,-0.0003387155811971354,-0.030034400999201738,-0.0074389078056558144
2020-08-31,0.022540028398557288,-0.027687439363115685,-0.0004563344850150308,0.0037671910134489117,-0.024973435732118743,-0.007166962912174446,-0.053381085969023356,-0.0132682451898265
2020-09-30,0.03905652927662717,0.06623737059557477,0.029338444834767996,0.006162694469991514,0.062399811067676,0.019961125425838944,0.12530338654841655,0.0484718548954024
2020-10-31,0.038806736389389807,0.060792125747964665,0.026930953945687897,0.007861688010287304,0.06353268396131151,0.008327962148136914,0.1091686451339926,0.07249454271206335
2020-11-30,0.03577821367267964,0.06741063960511018,0.02798018437849481,0.005820188872023291,0.06712955714008895,0.011544540450857399,0.11839678534692033,0.0762978528904743
2020-12-31,0.024113749456261546,0.0022635957229040216,0.007760122018411142,-0.0028428418233402697,-0.006307222128127621,0.008936051356035701,0.005294904340874096,0.002801684827724138
2021-01-31,0.01545821377411638,0.009128306949237608,0.006228300589241842,-0.020973974363641568,-0.022438128186083706,0.028516106276032627,0.02500667053584138,-0.003191591025190954
2021-02-28,0.010713075691032747,0.00039538611373934884,0.0011377626088098225,-0.021772803488471104,-0.03320494440412913,0.028335871334240315,0.011097314566104854,-0.014425872817029894
2021-03-31,0.041765150391831485,0.051079853595517255,0.021009330111632307,0.005001028478405667,0.038130609245174085,0.02303634637726959,0.08836849705101613,0.050089218786424805
2021-04-30,0.049243486917863066,0.04177471360425811,0.011339405718471918,0.012855616992900831,0.014289561077583057,0.040355346083188914,0.0658120373027915,0.025787804684211713
2021-05-31,0.05768767962208421,0.045918067142803,0.012777268328362013,0.020517181578876942,0.020628386000337118,0.04403663622368015,0.0711876026856817,0.03070909895084073
2021-06-30,0.020973132059312505,0.00422461440720201,0.005819107625086861,-0.01269021552433569,-0.016873363915847372,0.023266205442628474,0.022188085453625606,-0.0006845587629150662
2021-07-31,0.027458970864737475,-0.018494720288733335,0.003315549511734517,-0.0007494838096406831,-0.017875212915258842,0.012890314850869888,-0.00037455288918142315,-0.00690183360981278
2021-08-31,0.01563903934527211,-0.02743879988304032,0.0007530420396917314,-0.004103016377303481,-0.019992785214465347,0.005934933140690157,-0.01066440972786209,-0.010908441813004988
2021-09-30,0.02143042059179079,0.03997808681734716,0.007816743825885819,0.008583430264601066,0.023433991089019557,0.030530202125349515,0.05546677587488591,0.02796431159915924
2021-10-31,-0.032999274802177236,0.052561615219603786,0.0017975406628432111,0.002792680104897194,0.05404733176425558,0.017752920477608125,0.05502257414850864,0.0433249824046511
2021-11-30,-0.033677046170545344,0.05911587624220127,0.0020613515338441246,0.0013134398800718206,0.060473051096322505,0.019312072553501203,0.05327057304414784,0.046135538959529265
2021-12-31,0.053434061330982496,-0.009955558266247277,0.005492359686489756,-0.0076784215460358185,-0.009174904576407017,0.021900383981319882,-0.00818710309532733,-0.004971880312119259
2022-01-31,0.13330506695261968,-0.01569811286864975,0.01180821354345829,-0.025743657020153687,-0.014865238350563192,0.04190659671703845,-0.04905313097310371,-0.018774781105663774
2022-02-28,0.11958403786617833,-0.030473327165016162,0.010058951754430057,-0.027325308793853753,-0.02752708620819022,0.036770634314377215,-0.06671719773299323,-0.03192271072314479
2022-03-31,-0.010525828652262481,0.0083908113096407,-0.0006279059280457355,-0.006703963052616446,0.01966042006678026,0.024011714300337106,-0.004200994956371051,0.002728469369737141
2022-04-30,-0.04500663251829784,-0.06766755443318195,-0.012587264096672213,-0.012916871727575718,-0.03305259498752444,0.01786636759455984,-0.09646588640647924,-0.06691922136403317
2022-05-31,-0.07447020797476767,-0.08953472452392885,-0.01787913261332008,-0.012508724201150123,-0.04466185599846173,0.015341811772838776,-0.12100133660060919,-0.09089323370934632
2022-06-30,0.06731132432612053,-0.024961012246008107,0.007494827773783852,-0.02505272918203827,-0.028642772172790876,0.029410642207948312,-0.04641896892218966,-0.03936039723797724
2022-07-31,-0.015978159601509834,-0.04967006526176687,0.002954895386657941,-0.02943740707424669,-0.07080655361034816,0.011431371766148057,-0.04108467682953132,-0.0974293294748183
2022-08-31,-0.004307565005103986,-0.0303467721124705,0.007443591015283801,-0.029651359660113674,-0.06960552449393664,0.00889991533917689,-0.0012374249577636887,-0.09168412157716466
2022-09-30,-0.02128497013894992,-0.038370541117104584,-0.006818974307129966,-0.0060457775394821,-0.0029829288569814816,0.016090659838063015,-0.05361694393306271,-0.032426377658814065
2022-10-31,0.01671716746469598,0.039551717005394615,0.003319502568285726,0.013039575321379449,0.07896536982370284,0.012708964315765403,0.0635330137546749,0.06809623317437119
2022-11-30,0.020060172988157543,0.05620079101287323,0.002693893229488875,0.023953872868100023,0.1028976213711903,0.010868803274439509,0.07690612298667321,0.10649690449644655
2022-12-31,-0.01439087806006567,-0.02450542820132129,0.002141436426576826,-0.012885031032389582,-0.04260763651553734,0.007982224479233357,-0.008277899003371725,-0.05357198012420583
2023-01-31,-0.026527750002480532,-0.0033359884765837844,-0.0005743782117526575,0.011918937442968014,-0.02706875246326601,0.0002620646096882506,0.013811654103258242,-0.0027503557382675403
2023-02-28,-0.030930062494189836,-0.01141214581153882,-0.0008225365293204057,0.00827279702101169,-0.042275640926759284,-0.003331488635390567,0.0036029316504533337,-0.016956761981041346
2023-03-31,0.00320655970203787,0.025443158814690614,0.004005528006330694,0.010513716866136003,0.039672710014547974,0.004595506334615473,0.05083042299426044,0.04027973226445836
2023-04-30,-0.008669188682859819,0.003491040508695198,0.006799916554605767,-0.0009650319458704981,-0.011540512626159738,0.003211537226944894,0.03234118597989011,-0.009689429683611639
2023-05-31,-0.0035541522378923496,0.004355428773000991,0.008872445883645774,-0.003544936792954312,-0.008660733012874622,0.0,0.03629239339684265,-0.010397138313310794
2023-06-30,-0.013597380243360324,-0.002414154964759274,0.0013090058499543034,0.007754286885681472,-0.015028206270162991,0.0,0.013540122652758502,0.00555254992798071
2023-07-31,0.013201345745360915,-0.004726391306638433,0.004544585699094217,0.0010155475835715855,0.0028661278922282873,0.0,0.00629079275562705,0.021219137932132703
2023-08-31,0.020933781119276462,-0.007639374945861643,0.0034437688776947084,0.001602063516774166,0.008598672699054122,0.0,-0.0030215640991855253,0.03159122578958162
2023-09-30,0.004791452642892491,-0.0017943026374503956,0.00496272964950184,0.0004042911155037743,-0.0021048318501782903,0.0,0.014685113150551654,0.008989314041122132
